Time_abs/ps, Signal/nA
  3025.000,     0.036511
  3025.050,     0.030872
  3025.100,     0.022271
  3025.150,     0.022353
  3025.200,     0.016898
  3025.250,     0.010800
  3025.300,     0.004237
  3025.350,    -0.000321
  3025.400,    -0.000468
  3025.450,    -0.000661
  3025.500,    -0.002960
  3025.550,    -0.003905
  3025.600,    -0.006972
  3025.650,    -0.008850
  3025.700,    -0.008694
  3025.750,    -0.012788
  3025.800,    -0.018290
  3025.850,    -0.021485
  3025.900,    -0.025096
  3025.950,    -0.033452
  3026.000,    -0.037659
  3026.050,    -0.051170
  3026.100,    -0.068786
  3026.150,    -0.088340
  3026.200,    -0.111580
  3026.250,    -0.140918
  3026.300,    -0.164831
  3026.350,    -0.181068
  3026.400,    -0.186172
  3026.450,    -0.161385
  3026.500,    -0.107292
  3026.550,    -0.026508
  3026.600,     0.075650
  3026.650,     0.179349
  3026.700,     0.260766
  3026.750,     0.304850
  3026.800,     0.298006
  3026.850,     0.242711
  3026.900,     0.151298
  3026.950,     0.044652
  3027.000,    -0.061833
  3027.050,    -0.158092
  3027.100,    -0.233225
  3027.150,    -0.276209
  3027.200,    -0.295076
  3027.250,    -0.288175
  3027.300,    -0.261606
  3027.350,    -0.228199
  3027.400,    -0.194075
  3027.450,    -0.164311
  3027.500,    -0.146214
  3027.550,    -0.142225
  3027.600,    -0.149292
  3027.650,    -0.164770
  3027.700,    -0.189427
  3027.750,    -0.213906
  3027.800,    -0.236609
  3027.850,    -0.252240
  3027.900,    -0.263083
  3027.950,    -0.261451
  3028.000,    -0.245187
  3028.050,    -0.207480
  3028.100,    -0.152596
  3028.150,    -0.086389
  3028.200,    -0.016176
  3028.250,     0.052358
  3028.300,     0.096969
  3028.350,     0.110340
  3028.400,     0.081093
  3028.450,     0.021483
  3028.500,    -0.057405
  3028.550,    -0.137342
  3028.600,    -0.200794
  3028.650,    -0.237275
  3028.700,    -0.248066
  3028.750,    -0.245970
  3028.800,    -0.235403
  3028.850,    -0.229187
  3028.900,    -0.225121
  3028.950,    -0.223797
  3029.000,    -0.220809
  3029.050,    -0.221943
  3029.100,    -0.226850
  3029.150,    -0.229883
  3029.200,    -0.226440
  3029.250,    -0.219703
  3029.300,    -0.207977
  3029.350,    -0.195050
  3029.400,    -0.174483
  3029.450,    -0.152572
  3029.500,    -0.136913
  3029.550,    -0.123198
  3029.600,    -0.111468
  3029.650,    -0.103249
  3029.700,    -0.099596
  3029.750,    -0.096286
  3029.800,    -0.100010
  3029.850,    -0.111029
  3029.900,    -0.114469
  3029.950,    -0.121017
  3030.000,    -0.126319
  3030.050,    -0.120984
  3030.100,    -0.113060
  3030.150,    -0.106480
  3030.200,    -0.104771
  3030.250,    -0.105613
  3030.300,    -0.117116
  3030.350,    -0.135533
  3030.400,    -0.159452
  3030.450,    -0.178494
  3030.500,    -0.188892
  3030.550,    -0.196113
  3030.600,    -0.202415
  3030.650,    -0.204664
  3030.700,    -0.199292
  3030.750,    -0.193666
  3030.800,    -0.184815
  3030.850,    -0.185664
  3030.900,    -0.187886
  3030.950,    -0.191105
