Time_abs/ps, Signal/nA
  3025.000,     0.035455
  3025.050,     0.032096
  3025.100,     0.026543
  3025.150,     0.024402
  3025.200,     0.021373
  3025.250,     0.017863
  3025.300,     0.014635
  3025.350,     0.010566
  3025.400,     0.006591
  3025.450,     0.000881
  3025.500,    -0.000416
  3025.550,    -0.001857
  3025.600,    -0.004641
  3025.650,    -0.006734
  3025.700,    -0.010205
  3025.750,    -0.014502
  3025.800,    -0.022697
  3025.850,    -0.030630
  3025.900,    -0.042758
  3025.950,    -0.055965
  3026.000,    -0.077262
  3026.050,    -0.101946
  3026.100,    -0.128561
  3026.150,    -0.153223
  3026.200,    -0.164366
  3026.250,    -0.154269
  3026.300,    -0.117481
  3026.350,    -0.057294
  3026.400,     0.026220
  3026.450,     0.123088
  3026.500,     0.217416
  3026.550,     0.280191
  3026.600,     0.300942
  3026.650,     0.278046
  3026.700,     0.213445
  3026.750,     0.119582
  3026.800,     0.015782
  3026.850,    -0.079291
  3026.900,    -0.158429
  3026.950,    -0.217965
  3027.000,    -0.250955
  3027.050,    -0.258564
  3027.100,    -0.247349
  3027.150,    -0.219562
  3027.200,    -0.187590
  3027.250,    -0.158672
  3027.300,    -0.134388
  3027.350,    -0.121325
  3027.400,    -0.123567
  3027.450,    -0.132643
  3027.500,    -0.145189
  3027.550,    -0.167073
  3027.600,    -0.188127
  3027.650,    -0.211120
  3027.700,    -0.228560
  3027.750,    -0.231935
  3027.800,    -0.225801
  3027.850,    -0.200920
  3027.900,    -0.160038
  3027.950,    -0.116144
  3028.000,    -0.052076
  3028.050,     0.012104
  3028.100,     0.059718
  3028.150,     0.092937
  3028.200,     0.095270
  3028.250,     0.064993
  3028.300,     0.006558
  3028.350,    -0.065972
  3028.400,    -0.130840
  3028.450,    -0.175731
  3028.500,    -0.204141
  3028.550,    -0.211728
  3028.600,    -0.205329
  3028.650,    -0.198211
  3028.700,    -0.194847
  3028.750,    -0.196222
  3028.800,    -0.201171
  3028.850,    -0.204354
  3028.900,    -0.210310
  3028.950,    -0.211987
  3029.000,    -0.212803
  3029.050,    -0.207241
  3029.100,    -0.198511
  3029.150,    -0.190095
  3029.200,    -0.177556
  3029.250,    -0.157143
  3029.300,    -0.136538
  3029.350,    -0.121467
  3029.400,    -0.109027
  3029.450,    -0.097805
  3029.500,    -0.090599
  3029.550,    -0.092727
  3029.600,    -0.092760
  3029.650,    -0.096289
  3029.700,    -0.100907
  3029.750,    -0.103580
  3029.800,    -0.107186
  3029.850,    -0.109225
  3029.900,    -0.104228
  3029.950,    -0.099544
  3030.000,    -0.092656
  3030.050,    -0.091527
  3030.100,    -0.094975
  3030.150,    -0.107125
  3030.200,    -0.120341
  3030.250,    -0.139539
  3030.300,    -0.156487
  3030.350,    -0.171449
  3030.400,    -0.181654
  3030.450,    -0.186111
  3030.500,    -0.184777
  3030.550,    -0.183348
  3030.600,    -0.175165
  3030.650,    -0.166333
  3030.700,    -0.163513
  3030.750,    -0.166636
  3030.800,    -0.168646
  3030.850,    -0.179331
  3030.900,    -0.190420
  3030.950,    -0.198516
  3031.000,    -0.208672
  3031.050,    -0.216903
  3031.100,    -0.215438
  3031.150,    -0.195321
  3031.200,    -0.162205
  3031.250,    -0.111443
  3031.300,    -0.050057
  3031.350,     0.009987
  3031.400,     0.061269
  3031.450,     0.078189
  3031.500,     0.067543
  3031.550,     0.021627
  3031.600,    -0.050127
  3031.650,    -0.131815
  3031.700,    -0.206067
  3031.750,    -0.256447
  3031.800,    -0.281172
  3031.850,    -0.280269
  3031.900,    -0.261067
  3031.950,    -0.226660
  3032.000,    -0.174093
  3032.050,    -0.124533
  3032.100,    -0.080263
  3032.150,    -0.043152
  3032.200,    -0.012773
  3032.250,     0.000793
  3032.300,     0.002118
  3032.350,    -0.003475
  3032.400,    -0.010494
  3032.450,    -0.016008
  3032.500,    -0.016750
  3032.550,    -0.010791
  3032.600,     0.005974
  3032.650,     0.028100
  3032.700,     0.050670
  3032.750,     0.079191
  3032.800,     0.109845
  3032.850,     0.137840
  3032.900,     0.161904
  3032.950,     0.174705
  3033.000,     0.176978
  3033.050,     0.171852
  3033.100,     0.161233
  3033.150,     0.150391
  3033.201,     0.141033
  3033.251,     0.135538
  3033.301,     0.133450
  3033.351,     0.139529
  3033.401,     0.142660
  3033.451,     0.133034
  3033.501,     0.102587
  3033.551,     0.041922
  3033.601,    -0.065640
  3033.651,    -0.236624
  3033.701,    -0.483797
  3033.751,    -0.836937
  3033.801,    -1.315387
  3033.851,    -1.955654
  3033.901,    -2.806305
  3033.951,    -3.951931
  3034.001,    -5.505149
  3034.051,    -7.616003
  3034.101,   -10.471460
  3034.151,   -14.268084
  3034.201,   -19.154686
  3034.251,   -25.126373
  3034.301,   -31.865279
  3034.351,   -38.540653
  3034.401,   -43.622038
  3034.451,   -44.793503
  3034.501,   -39.155570
  3034.551,   -23.789634
  3034.601,     3.167610
  3034.651,    41.194212
  3034.701,    86.326855
  3034.751,   130.910484
  3034.801,   164.863485
  3034.851,   178.574097
  3034.901,   166.446025
  3034.951,   129.397101
  3035.001,    74.648709
  3035.051,    12.904749
  3035.101,   -45.243333
  3035.151,   -91.963461
  3035.201,  -122.897835
  3035.251,  -136.590673
  3035.301,  -133.768348
  3035.351,  -117.036033
  3035.401,   -90.743944
  3035.451,   -60.314675
  3035.501,   -31.028357
  3035.551,    -6.881199
  3035.601,     9.888143
  3035.651,    18.681593
  3035.701,    20.251421
  3035.751,    16.364600
  3035.801,     9.369703
  3035.851,     1.650294
  3035.901,    -4.720449
  3035.951,    -8.186059
  3036.001,    -7.876530
  3036.051,    -3.690202
  3036.101,     3.683177
  3036.151,    12.887827
  3036.201,    22.069737
  3036.251,    29.237069
  3036.301,    32.746319
  3036.351,    31.888497
  3036.401,    27.079454
  3036.451,    19.544015
  3036.501,    10.835670
  3036.551,     2.432314
  3036.601,    -4.538327
  3036.651,    -9.402601
  3036.701,   -11.923087
  3036.751,   -12.252542
  3036.801,   -10.849712
  3036.851,    -8.332240
  3036.901,    -5.329487
  3036.951,    -2.379033
  3037.001,     0.068915
  3037.051,     1.717182
  3037.101,     2.518368
  3037.151,     2.573227
  3037.201,     2.008712
  3037.251,     1.015578
  3037.301,    -0.145034
  3037.351,    -1.184528
  3037.401,    -1.873337
  3037.451,    -2.065311
  3037.501,    -1.730162
  3037.551,    -0.958725
  3037.601,     0.077499
  3037.651,     1.194584
  3037.701,     2.202382
  3037.751,     2.934820
  3037.801,     3.317884
  3037.851,     3.384411
  3037.901,     3.181889
  3037.951,     2.724212
  3038.001,     2.042444
  3038.051,     1.168119
  3038.101,     0.184623
  3038.151,    -0.786349
  3038.201,    -1.598807
  3038.251,    -2.143093
  3038.301,    -2.365881
  3038.351,    -2.301527
  3038.401,    -2.036767
  3038.451,    -1.683223
  3038.501,    -1.333596
  3038.551,    -1.028334
  3038.601,    -0.784249
  3038.651,    -0.592776
  3038.701,    -0.440196
  3038.751,    -0.336392
  3038.801,    -0.266326
  3038.851,    -0.185495
  3038.901,    -0.045248
  3038.951,     0.187673
  3039.001,     0.511726
  3039.051,     0.861400
  3039.101,     1.152248
  3039.151,     1.304062
  3039.201,     1.264386
  3039.251,     1.036550
  3039.301,     0.673328
  3039.351,     0.254839
  3039.401,    -0.169994
  3039.451,    -0.558216
  3039.501,    -0.896646
  3039.551,    -1.189265
  3039.601,    -1.447609
  3039.651,    -1.660908
  3039.701,    -1.819074
  3039.751,    -1.921213
  3039.801,    -1.949073
  3039.851,    -1.877028
  3039.901,    -1.690968
  3039.951,    -1.387147
  3040.001,    -0.994163
  3040.051,    -0.563522
  3040.101,    -0.149263
  3040.151,     0.200523
  3040.201,     0.459233
  3040.251,     0.614328
  3040.301,     0.695638
  3040.351,     0.747338
  3040.401,     0.826113
  3040.451,     0.939520
  3040.501,     1.065244
