Time_abs/ps, Signal/nA
  3025.000,     0.038566
  3025.050,     0.034201
  3025.100,     0.032271
  3025.150,     0.026892
  3025.200,     0.020643
  3025.250,     0.011459
  3025.300,     0.007265
  3025.350,     0.005793
  3025.400,     0.001216
  3025.450,    -0.003194
  3025.500,    -0.006053
  3025.550,    -0.006990
  3025.600,    -0.011764
  3025.650,    -0.013682
  3025.700,    -0.019179
  3025.750,    -0.021309
  3025.800,    -0.022676
  3025.850,    -0.022376
  3025.900,    -0.023092
  3025.950,    -0.027992
  3026.000,    -0.029433
  3026.050,    -0.030374
  3026.100,    -0.028056
  3026.150,    -0.029052
  3026.200,    -0.031074
  3026.250,    -0.030096
  3026.300,    -0.030749
  3026.350,    -0.032816
  3026.400,    -0.038577
  3026.450,    -0.043854
  3026.500,    -0.044474
  3026.550,    -0.047398
  3026.600,    -0.050305
  3026.650,    -0.052402
  3026.700,    -0.059373
  3026.750,    -0.062464
  3026.800,    -0.068683
  3026.850,    -0.073252
  3026.900,    -0.078597
  3026.950,    -0.086400
  3027.000,    -0.092491
  3027.050,    -0.101058
  3027.100,    -0.116927
  3027.150,    -0.130754
  3027.200,    -0.145738
  3027.250,    -0.157808
  3027.300,    -0.171158
  3027.350,    -0.179587
  3027.400,    -0.184629
  3027.450,    -0.173119
  3027.500,    -0.144201
  3027.550,    -0.103844
  3027.600,    -0.053265
  3027.650,    -0.002377
  3027.700,     0.039679
  3027.750,     0.070522
  3027.800,     0.069972
  3027.850,     0.040867
  3027.900,    -0.011396
  3027.950,    -0.079496
  3028.000,    -0.147225
  3028.050,    -0.202685
  3028.100,    -0.244649
  3028.150,    -0.266180
  3028.200,    -0.270097
  3028.250,    -0.259146
  3028.300,    -0.242644
  3028.350,    -0.223434
  3028.400,    -0.203385
  3028.450,    -0.190439
  3028.500,    -0.180671
  3028.550,    -0.176632
  3028.600,    -0.175011
  3028.650,    -0.181490
  3028.700,    -0.187320
  3028.750,    -0.193795
  3028.800,    -0.202116
  3028.850,    -0.207114
  3028.900,    -0.206983
  3028.950,    -0.197808
  3029.000,    -0.179945
  3029.050,    -0.158477
  3029.100,    -0.129318
  3029.150,    -0.094054
  3029.200,    -0.057031
  3029.250,    -0.026401
  3029.300,    -0.001268
  3029.350,     0.009150
  3029.400,    -0.000281
  3029.450,    -0.030874
  3029.500,    -0.074147
  3029.550,    -0.121075
  3029.600,    -0.161725
  3029.650,    -0.184656
  3029.700,    -0.195714
  3029.750,    -0.198729
  3029.800,    -0.189985
  3029.850,    -0.176392
  3029.900,    -0.173881
  3029.950,    -0.179595
  3030.000,    -0.191344
  3030.050,    -0.204809
  3030.100,    -0.216196
  3030.150,    -0.220348
  3030.200,    -0.222281
  3030.250,    -0.216458
  3030.300,    -0.202856
  3030.350,    -0.188943
  3030.400,    -0.173497
  3030.450,    -0.155219
  3030.500,    -0.138082
  3030.550,    -0.127279
  3030.600,    -0.118272
  3030.650,    -0.112297
  3030.700,    -0.115586
  3030.750,    -0.119650
  3030.800,    -0.134511
  3030.850,    -0.146969
  3030.900,    -0.161750
  3030.950,    -0.179288
  3031.000,    -0.187373
  3031.050,    -0.191893
  3031.100,    -0.192133
  3031.150,    -0.186407
  3031.200,    -0.179543
  3031.250,    -0.179974
  3031.300,    -0.180697
  3031.350,    -0.182405
  3031.400,    -0.190350
  3031.450,    -0.201238
  3031.500,    -0.209804
  3031.550,    -0.218284
  3031.600,    -0.222321
  3031.650,    -0.218666
  3031.700,    -0.214933
  3031.750,    -0.201700
  3031.800,    -0.192748
  3031.850,    -0.183586
  3031.900,    -0.178926
  3031.950,    -0.175576
  3032.000,    -0.170969
  3032.050,    -0.168448
  3032.100,    -0.169049
  3032.150,    -0.170052
  3032.200,    -0.168716
  3032.250,    -0.161780
  3032.300,    -0.152828
  3032.350,    -0.141277
  3032.400,    -0.121458
  3032.450,    -0.094179
  3032.500,    -0.062065
  3032.550,    -0.031048
  3032.600,    -0.011266
  3032.650,    -0.005691
  3032.700,    -0.022881
  3032.750,    -0.060451
  3032.800,    -0.113001
  3032.850,    -0.166326
  3032.900,    -0.211366
  3032.950,    -0.242521
  3033.000,    -0.247396
  3033.050,    -0.237399
  3033.100,    -0.209125
  3033.150,    -0.166703
  3033.201,    -0.129972
  3033.251,    -0.091716
  3033.301,    -0.054593
  3033.351,    -0.032490
  3033.401,    -0.022023
  3033.451,    -0.010008
  3033.501,    -0.003348
  3033.551,    -0.006453
  3033.601,    -0.004584
  3033.651,     0.000393
  3033.701,     0.002969
  3033.751,     0.013159
  3033.801,     0.025160
  3033.851,     0.040417
  3033.901,     0.062320
  3033.951,     0.080589
  3034.001,     0.104914
  3034.051,     0.123196
  3034.101,     0.131238
  3034.151,     0.139902
  3034.201,     0.141472
  3034.251,     0.131884
  3034.301,     0.120138
  3034.351,     0.095766
  3034.401,     0.067098
  3034.451,     0.029669
  3034.501,    -0.021621
  3034.551,    -0.089396
  3034.601,    -0.174931
  3034.651,    -0.285638
  3034.701,    -0.425021
  3034.751,    -0.595645
  3034.801,    -0.800296
  3034.851,    -1.056065
  3034.901,    -1.371525
  3034.951,    -1.759941
  3035.001,    -2.250740
  3035.051,    -2.872899
  3035.101,    -3.656872
  3035.151,    -4.646459
  3035.201,    -5.889188
  3035.251,    -7.437420
  3035.301,    -9.332163
  3035.351,   -11.593045
  3035.401,   -14.175289
  3035.451,   -16.929103
  3035.501,   -19.504273
  3035.551,   -21.283444
  3035.601,   -21.328190
  3035.651,   -18.388927
  3035.701,   -11.120241
  3035.751,     1.583013
  3035.801,    20.034819
  3035.851,    43.127047
  3035.901,    67.951304
  3035.951,    89.904936
  3036.001,   103.565175
  3036.051,   104.215851
  3036.101,    89.618846
  3036.151,    61.133061
  3036.201,    23.590917
  3036.251,   -16.109582
  3036.301,   -51.056892
  3036.351,   -76.092767
  3036.401,   -88.747758
  3036.451,   -89.216774
  3036.501,   -79.680802
  3036.551,   -63.484015
  3036.601,   -44.403303
  3036.651,   -25.935204
  3036.701,   -10.710959
  3036.751,    -0.106640
  3036.801,     5.740310
  3036.851,     7.573663
  3036.901,     6.572765
  3036.951,     4.043118
  3037.001,     1.217315
  3037.051,    -0.914387
  3037.101,    -1.673686
  3037.151,    -0.700738
  3037.201,     2.008916
  3037.251,     6.121716
  3037.301,    10.919987
  3037.351,    15.465456
  3037.401,    18.798496
  3037.451,    20.150972
  3037.501,    19.130559
  3037.551,    15.817173
  3037.601,    10.784527
  3037.651,     4.990585
  3037.701,    -0.485837
  3037.751,    -4.722663
  3037.801,    -7.164604
  3037.851,    -7.682727
  3037.901,    -6.577134
  3037.951,    -4.444428
  3038.001,    -1.999912
  3038.051,     0.133661
  3038.101,     1.539265
  3038.151,     2.062651
  3038.201,     1.723394
  3038.251,     0.677420
  3038.301,    -0.835356
  3038.351,    -2.495573
  3038.401,    -3.949994
  3038.451,    -4.855539
  3038.501,    -4.925074
  3038.551,    -3.947066
  3038.601,    -1.829460
  3038.651,     1.334824
  3038.701,     5.233301
  3038.751,     9.376775
  3038.801,    13.139545
  3038.851,    15.860504
  3038.901,    16.954778
  3038.951,    16.049564
  3039.001,    13.090256
  3039.051,     8.368017
  3039.101,     2.476305
  3039.151,    -3.777036
  3039.201,    -9.506762
  3039.251,   -13.948762
  3039.301,   -16.601597
  3039.351,   -17.307177
  3039.401,   -16.273678
  3039.451,   -13.968767
  3039.501,   -10.957261
  3039.551,    -7.783680
  3039.601,    -4.890383
  3039.651,    -2.559348
  3039.701,    -0.930999
  3039.751,     0.022368
  3039.801,     0.419549
  3039.851,     0.471254
  3039.901,     0.469288
  3039.951,     0.692957
  3040.001,     1.329116
  3040.051,     2.374356
  3040.101,     3.643250
  3040.151,     4.820899
  3040.201,     5.593406
  3040.251,     5.778161
  3040.301,     5.388670
  3040.351,     4.560878
  3040.401,     3.467349
  3040.451,     2.257831
  3040.501,     1.040194
  3040.551,    -0.109273
  3040.601,    -1.093506
  3040.651,    -1.788737
  3040.701,    -2.094990
  3040.751,    -1.955011
  3040.801,    -1.412747
  3040.851,    -0.624566
  3040.901,     0.178673
  3040.951,     0.768160
  3041.001,     0.970645
  3041.051,     0.714856
  3041.101,     0.034778
  3041.151,    -0.911236
  3041.201,    -1.922719
  3041.251,    -2.752693
  3041.301,    -3.189371
  3041.351,    -3.100009
  3041.401,    -2.469521
  3041.451,    -1.401681
  3041.501,    -0.074672
  3041.551,     1.331073
  3041.601,     2.681560
  3041.651,     3.855908
  3041.701,     4.748483
  3041.751,     5.220960
  3041.801,     5.121465
  3041.851,     4.348162
