Time_abs/ps, Signal/nA
  3025.000,     0.037122
  3025.050,     0.033067
  3025.100,     0.025840
  3025.150,     0.021767
  3025.200,     0.020380
  3025.250,     0.015127
  3025.300,     0.010615
  3025.350,     0.007106
  3025.400,     0.000204
  3025.450,    -0.001655
  3025.500,    -0.001929
  3025.550,    -0.005212
  3025.600,    -0.008961
  3025.650,    -0.011995
  3025.700,    -0.018816
  3025.750,    -0.022443
  3025.800,    -0.023022
  3025.850,    -0.023911
  3025.900,    -0.025051
  3025.950,    -0.028235
  3026.000,    -0.029255
  3026.050,    -0.030755
  3026.100,    -0.029152
  3026.150,    -0.028761
  3026.200,    -0.027937
  3026.250,    -0.029769
  3026.300,    -0.033512
  3026.350,    -0.032612
  3026.400,    -0.033131
  3026.450,    -0.038971
  3026.500,    -0.042108
  3026.550,    -0.045935
  3026.600,    -0.047555
  3026.650,    -0.050155
  3026.700,    -0.053664
  3026.750,    -0.060393
  3026.800,    -0.063693
  3026.850,    -0.068738
  3026.900,    -0.075957
  3026.950,    -0.083739
  3027.000,    -0.093049
  3027.050,    -0.105239
  3027.100,    -0.119171
  3027.150,    -0.131260
  3027.200,    -0.145123
  3027.250,    -0.158445
  3027.300,    -0.174960
  3027.350,    -0.188927
  3027.400,    -0.193791
  3027.450,    -0.185253
  3027.500,    -0.166023
  3027.550,    -0.129926
  3027.600,    -0.084832
  3027.650,    -0.030255
  3027.700,     0.022822
  3027.750,     0.061179
  3027.800,     0.072392
  3027.850,     0.055889
  3027.900,     0.010201
  3027.950,    -0.052701
  3028.000,    -0.115769
  3028.050,    -0.181953
  3028.100,    -0.231707
  3028.150,    -0.261202
  3028.200,    -0.276141
  3028.250,    -0.272825
  3028.300,    -0.256343
  3028.350,    -0.234011
  3028.400,    -0.215867
  3028.450,    -0.200958
  3028.500,    -0.186413
  3028.550,    -0.181058
  3028.600,    -0.179809
  3028.650,    -0.183389
  3028.700,    -0.191495
  3028.750,    -0.197333
  3028.800,    -0.203883
  3028.850,    -0.204992
  3028.900,    -0.204469
