Time_abs/ps, Signal/nA
  3025.000,     0.036106
  3025.050,     0.026982
  3025.100,     0.025933
  3025.150,     0.024484
  3025.200,     0.016775
  3025.250,     0.009993
  3025.300,     0.005825
  3025.350,     0.004788
  3025.400,     0.000768
  3025.450,    -0.000355
  3025.500,    -0.000882
  3025.550,    -0.004662
  3025.600,    -0.006834
  3025.650,    -0.013159
  3025.700,    -0.012891
  3025.750,    -0.013789
  3025.800,    -0.019562
  3025.850,    -0.022619
  3025.900,    -0.026652
  3025.950,    -0.030249
  3026.000,    -0.036761
  3026.050,    -0.049647
  3026.100,    -0.067641
  3026.150,    -0.087737
  3026.200,    -0.109140
  3026.250,    -0.136949
  3026.300,    -0.162401
  3026.350,    -0.183152
  3026.400,    -0.188737
  3026.450,    -0.170438
  3026.500,    -0.120827
  3026.550,    -0.039750
  3026.600,     0.062489
  3026.650,     0.168513
  3026.700,     0.253678
  3026.750,     0.306067
  3026.800,     0.307741
  3026.850,     0.253458
  3026.900,     0.164004
  3026.950,     0.060346
  3027.000,    -0.047494
  3027.050,    -0.142349
  3027.100,    -0.217057
  3027.150,    -0.263196
  3027.200,    -0.285566
  3027.250,    -0.284205
  3027.300,    -0.262704
  3027.350,    -0.230540
  3027.400,    -0.199323
  3027.450,    -0.172605
  3027.500,    -0.154233
  3027.550,    -0.143938
  3027.600,    -0.146439
  3027.650,    -0.164487
  3027.700,    -0.184343
  3027.750,    -0.208087
  3027.800,    -0.233638
  3027.850,    -0.255013
  3027.900,    -0.262079
  3027.950,    -0.258486
  3028.000,    -0.241219
  3028.050,    -0.211108
  3028.100,    -0.164155
  3028.150,    -0.094133
  3028.200,    -0.019153
  3028.250,     0.046876
  3028.300,     0.096890
  3028.350,     0.113707
  3028.400,     0.093724
  3028.450,     0.039394
  3028.500,    -0.042729
  3028.550,    -0.123745
  3028.600,    -0.192054
  3028.650,    -0.231270
  3028.700,    -0.246160
  3028.750,    -0.243816
  3028.800,    -0.231723
  3028.850,    -0.223304
  3028.900,    -0.219395
