Time_abs/ps, Signal/nA
  3025.000,     0.035495
  3025.050,     0.031041
  3025.100,     0.023628
  3025.150,     0.020484
  3025.200,     0.016538
  3025.250,     0.015237
  3025.300,     0.013875
  3025.350,     0.009422
  3025.400,     0.006365
  3025.450,     0.002588
  3025.500,    -0.001290
  3025.550,    -0.005092
  3025.600,    -0.005121
  3025.650,    -0.006957
  3025.700,    -0.012992
  3025.750,    -0.015379
  3025.800,    -0.020172
  3025.850,    -0.026190
  3025.900,    -0.035634
  3025.950,    -0.045847
  3026.000,    -0.060765
  3026.050,    -0.083140
  3026.100,    -0.109257
  3026.150,    -0.134807
  3026.200,    -0.158107
  3026.250,    -0.170551
  3026.300,    -0.165231
  3026.350,    -0.138235
  3026.400,    -0.078827
  3026.450,     0.005453
  3026.500,     0.104174
  3026.550,     0.197789
  3026.600,     0.269011
  3026.650,     0.300704
  3026.700,     0.286498
  3026.750,     0.222096
  3026.800,     0.129249
  3026.850,     0.027734
  3026.900,    -0.070309
  3026.950,    -0.156124
  3027.000,    -0.218182
  3027.050,    -0.256501
  3027.100,    -0.269133
  3027.150,    -0.258929
  3027.200,    -0.234146
  3027.250,    -0.198163
  3027.300,    -0.165891
  3027.350,    -0.138599
  3027.400,    -0.125215
  3027.450,    -0.122947
  3027.500,    -0.134564
  3027.550,    -0.151877
  3027.600,    -0.174443
  3027.650,    -0.199416
  3027.700,    -0.215604
  3027.750,    -0.230413
  3027.800,    -0.238543
  3027.850,    -0.230641
  3027.900,    -0.208134
  3027.950,    -0.171172
  3028.000,    -0.118244
  3028.050,    -0.062248
  3028.100,     0.000411
  3028.150,     0.060040
  3028.200,     0.093296
  3028.250,     0.099253
  3028.300,     0.073411
  3028.350,     0.017047
  3028.400,    -0.055617
  3028.450,    -0.127690
  3028.500,    -0.180728
  3028.550,    -0.209434
  3028.600,    -0.219502
  3028.650,    -0.215883
  3028.700,    -0.207024
  3028.750,    -0.199460
  3028.800,    -0.201932
  3028.850,    -0.204832
  3028.900,    -0.205577
  3028.950,    -0.206671
  3029.000,    -0.212539
  3029.050,    -0.214690
  3029.100,    -0.210328
  3029.150,    -0.201986
  3029.200,    -0.189249
  3029.250,    -0.171286
  3029.300,    -0.156636
  3029.350,    -0.143539
  3029.400,    -0.126602
  3029.450,    -0.112268
  3029.500,    -0.099482
  3029.550,    -0.093426
  3029.600,    -0.088913
  3029.650,    -0.084406
  3029.700,    -0.089161
  3029.750,    -0.097897
  3029.800,    -0.101974
  3029.850,    -0.107089
  3029.900,    -0.111599
  3029.950,    -0.108993
  3030.000,    -0.102357
  3030.050,    -0.093926
  3030.100,    -0.088455
  3030.150,    -0.089572
  3030.200,    -0.102619
  3030.250,    -0.120285
  3030.300,    -0.137917
  3030.350,    -0.158772
  3030.400,    -0.173146
  3030.450,    -0.179890
  3030.500,    -0.186121
  3030.550,    -0.186462
  3030.600,    -0.183036
  3030.650,    -0.182887
  3030.700,    -0.175270
  3030.750,    -0.167853
  3030.800,    -0.169359
  3030.850,    -0.172711
  3030.900,    -0.176944
  3030.950,    -0.185888
  3031.000,    -0.198248
  3031.050,    -0.210292
  3031.100,    -0.220534
  3031.150,    -0.218634
  3031.200,    -0.200748
  3031.250,    -0.165328
  3031.300,    -0.116251
  3031.350,    -0.057630
  3031.400,     0.006985
  3031.450,     0.061269
  3031.500,     0.086201
  3031.550,     0.077573
  3031.600,     0.032019
  3031.650,    -0.040119
  3031.700,    -0.120456
  3031.750,    -0.200419
  3031.800,    -0.259774
  3031.850,    -0.289049
  3031.900,    -0.297333
  3031.950,    -0.278343
  3032.000,    -0.241455
  3032.050,    -0.192819
  3032.100,    -0.137954
  3032.150,    -0.084407
  3032.200,    -0.043633
  3032.250,    -0.016392
  3032.300,    -0.001728
  3032.350,     0.004059
  3032.400,     0.001390
  3032.450,    -0.006154
  3032.500,    -0.012981
  3032.550,    -0.019825
  3032.600,    -0.013820
  3032.650,    -0.003289
  3032.700,     0.017281
  3032.750,     0.044441
  3032.800,     0.069783
  3032.850,     0.105238
  3032.900,     0.135380
  3032.950,     0.154444
