Time_abs/ps, Signal/nA
  3025.000,     0.036643
  3025.050,     0.031854
  3025.100,     0.026871
  3025.150,     0.021087
  3025.200,     0.017368
  3025.250,     0.014178
  3025.300,     0.010163
  3025.350,     0.002709
  3025.400,    -0.003161
  3025.450,    -0.006772
  3025.500,    -0.012526
  3025.550,    -0.013644
  3025.600,    -0.011987
  3025.650,    -0.012010
  3025.700,    -0.013454
  3025.750,    -0.018350
  3025.800,    -0.019578
  3025.850,    -0.020067
  3025.900,    -0.014619
  3025.950,    -0.014702
  3026.000,    -0.015359
  3026.050,    -0.018094
  3026.100,    -0.020110
  3026.150,    -0.021379
  3026.200,    -0.021205
  3026.250,    -0.024269
  3026.300,    -0.028272
  3026.350,    -0.027441
  3026.400,    -0.033850
  3026.450,    -0.036485
  3026.500,    -0.039361
  3026.550,    -0.043737
  3026.600,    -0.048274
  3026.650,    -0.052161
  3026.700,    -0.058266
  3026.750,    -0.062151
  3026.800,    -0.067313
  3026.850,    -0.075710
  3026.900,    -0.086482
  3026.950,    -0.099656
  3027.000,    -0.110768
  3027.050,    -0.122063
  3027.100,    -0.137338
  3027.150,    -0.150204
  3027.200,    -0.161573
  3027.250,    -0.165710
  3027.300,    -0.162834
  3027.350,    -0.149904
  3027.400,    -0.120466
  3027.450,    -0.079992
  3027.500,    -0.027777
  3027.550,     0.019483
  3027.600,     0.054080
  3027.650,     0.071336
  3027.700,     0.063695
  3027.750,     0.029091
  3027.800,    -0.027649
  3027.850,    -0.090645
  3027.900,    -0.155769
  3027.950,    -0.207200
  3028.000,    -0.239466
  3028.050,    -0.255525
  3028.100,    -0.255619
  3028.150,    -0.242758
  3028.200,    -0.227752
  3028.250,    -0.208942
  3028.300,    -0.190589
  3028.350,    -0.174039
  3028.400,    -0.166117
  3028.450,    -0.163825
  3028.500,    -0.167296
  3028.550,    -0.172181
  3028.600,    -0.178756
  3028.650,    -0.186564
  3028.700,    -0.195915
  3028.750,    -0.198587
  3028.800,    -0.192656
  3028.850,    -0.178243
  3028.900,    -0.159520
  3028.950,    -0.140846
  3029.000,    -0.113484
  3029.050,    -0.078332
  3029.100,    -0.044765
  3029.150,    -0.014052
  3029.200,     0.007695
  3029.250,     0.013067
  3029.300,     0.000235
