Time_abs/ps, Signal/nA
  3025.000,     0.033565
  3025.050,     0.029662
  3025.100,     0.025431
  3025.150,     0.025866
  3025.200,     0.022308
  3025.250,     0.015875
  3025.300,     0.009008
  3025.350,     0.003808
  3025.400,     0.000454
  3025.450,    -0.000874
  3025.500,    -0.002421
  3025.550,    -0.005342
  3025.600,    -0.007434
  3025.650,    -0.009272
  3025.700,    -0.014427
  3025.750,    -0.017475
  3025.800,    -0.019108
  3025.850,    -0.025811
  3025.900,    -0.027819
  3025.950,    -0.035992
  3026.000,    -0.051512
  3026.050,    -0.068802
  3026.100,    -0.089293
  3026.150,    -0.111091
  3026.200,    -0.138224
  3026.250,    -0.161970
  3026.300,    -0.179967
  3026.350,    -0.178653
  3026.400,    -0.155885
  3026.450,    -0.103957
  3026.500,    -0.025882
  3026.550,     0.072870
  3026.600,     0.169718
  3026.650,     0.248639
  3026.700,     0.293676
  3026.750,     0.289205
  3026.800,     0.238779
  3026.850,     0.150005
  3026.900,     0.043848
  3026.950,    -0.056889
  3027.000,    -0.146729
  3027.050,    -0.216631
  3027.100,    -0.265231
  3027.150,    -0.283729
  3027.200,    -0.277143
  3027.250,    -0.253000
  3027.300,    -0.223305
  3027.350,    -0.187828
  3027.400,    -0.158773
  3027.450,    -0.142141
  3027.500,    -0.134716
  3027.550,    -0.136740
  3027.600,    -0.152448
  3027.650,    -0.175465
  3027.700,    -0.198092
  3027.750,    -0.222280
  3027.800,    -0.242447
  3027.850,    -0.255638
  3027.900,    -0.254767
  3027.950,    -0.231899
  3028.000,    -0.199267
  3028.050,    -0.149370
  3028.100,    -0.086694
  3028.150,    -0.016592
  3028.200,     0.047578
  3028.250,     0.092480
  3028.300,     0.106649
  3028.350,     0.086089
  3028.400,     0.031346
  3028.450,    -0.043113
  3028.500,    -0.123403
  3028.550,    -0.186484
  3028.600,    -0.217758
  3028.650,    -0.233817
  3028.700,    -0.231552
  3028.750,    -0.219562
  3028.800,    -0.213480
  3028.850,    -0.207537
  3028.900,    -0.208870
  3028.950,    -0.213818
  3029.000,    -0.216690
  3029.050,    -0.215816
  3029.100,    -0.218743
  3029.150,    -0.222573
  3029.200,    -0.216863
  3029.250,    -0.202746
  3029.300,    -0.186802
  3029.350,    -0.169745
  3029.400,    -0.154385
  3029.450,    -0.138645
  3029.500,    -0.125375
  3029.550,    -0.116998
  3029.600,    -0.107580
  3029.650,    -0.101243
  3029.700,    -0.099261
  3029.750,    -0.097398
  3029.800,    -0.101479
  3029.850,    -0.113225
  3029.900,    -0.118526
  3029.950,    -0.118877
  3030.000,    -0.115640
  3030.050,    -0.110223
  3030.100,    -0.100701
  3030.150,    -0.094099
  3030.200,    -0.097717
  3030.250,    -0.111649
  3030.300,    -0.127927
  3030.350,    -0.143884
  3030.400,    -0.162278
  3030.450,    -0.178081
  3030.500,    -0.190002
  3030.550,    -0.198575
  3030.600,    -0.198453
  3030.650,    -0.196239
  3030.700,    -0.189448
  3030.750,    -0.185433
  3030.800,    -0.180762
  3030.850,    -0.179533
  3030.900,    -0.184382
  3030.950,    -0.190684
  3031.000,    -0.199602
  3031.050,    -0.211730
  3031.100,    -0.224471
  3031.150,    -0.230118
  3031.200,    -0.230296
