Time_abs/ps, Signal/nA
  3025.000,     0.040401
  3025.050,     0.035163
  3025.100,     0.028706
  3025.150,     0.024536
  3025.200,     0.019799
  3025.250,     0.012701
  3025.300,     0.008359
  3025.350,     0.006392
  3025.400,     0.004440
  3025.450,     0.002731
  3025.500,    -0.002425
  3025.550,    -0.009165
  3025.600,    -0.014064
  3025.650,    -0.016115
  3025.700,    -0.017955
  3025.750,    -0.021110
  3025.800,    -0.025190
  3025.850,    -0.024403
  3025.900,    -0.024861
  3025.950,    -0.027939
  3026.000,    -0.028188
  3026.050,    -0.026785
  3026.100,    -0.028177
  3026.150,    -0.029586
  3026.200,    -0.029521
  3026.250,    -0.030317
  3026.300,    -0.031224
  3026.350,    -0.032114
  3026.400,    -0.033418
  3026.450,    -0.037367
  3026.500,    -0.043199
  3026.550,    -0.042380
  3026.600,    -0.048800
  3026.650,    -0.049839
  3026.700,    -0.055095
  3026.750,    -0.056746
  3026.800,    -0.061633
  3026.850,    -0.065495
  3026.900,    -0.076186
  3026.950,    -0.084704
  3027.000,    -0.094419
  3027.050,    -0.106619
  3027.100,    -0.120677
  3027.150,    -0.131586
  3027.200,    -0.145904
  3027.250,    -0.158313
  3027.300,    -0.168808
  3027.350,    -0.173978
  3027.400,    -0.176102
  3027.450,    -0.164162
  3027.500,    -0.142785
  3027.550,    -0.104890
  3027.600,    -0.053670
  3027.650,    -0.001143
  3027.700,     0.040434
  3027.750,     0.065355
  3027.800,     0.065085
  3027.850,     0.038114
  3027.900,    -0.014195
  3027.950,    -0.077187
  3028.000,    -0.144494
  3028.050,    -0.204268
  3028.100,    -0.245200
  3028.150,    -0.269232
  3028.200,    -0.276304
  3028.250,    -0.263506
  3028.300,    -0.241878
  3028.350,    -0.217920
  3028.400,    -0.198993
  3028.450,    -0.182610
  3028.500,    -0.173997
  3028.550,    -0.167702
  3028.600,    -0.168553
  3028.650,    -0.172564
  3028.700,    -0.184414
  3028.750,    -0.193367
  3028.800,    -0.192436
  3028.850,    -0.195004
  3028.900,    -0.194716
  3028.950,    -0.183074
  3029.000,    -0.167322
  3029.050,    -0.147487
  3029.100,    -0.123252
  3029.150,    -0.090584
  3029.200,    -0.056042
  3029.250,    -0.023115
  3029.300,     0.001191
  3029.350,     0.013954
  3029.400,     0.000936
  3029.450,    -0.028769
  3029.500,    -0.071696
  3029.550,    -0.118218
  3029.600,    -0.161559
  3029.650,    -0.190597
  3029.700,    -0.197566
  3029.750,    -0.195205
  3029.800,    -0.186889
  3029.850,    -0.175707
  3029.900,    -0.175827
  3029.950,    -0.181118
  3030.000,    -0.187956
  3030.050,    -0.196556
  3030.100,    -0.205748
  3030.150,    -0.211064
  3030.200,    -0.212097
  3030.250,    -0.208304
  3030.300,    -0.201010
  3030.350,    -0.185033
  3030.400,    -0.165942
  3030.450,    -0.150666
  3030.500,    -0.139518
  3030.550,    -0.127631
  3030.600,    -0.116300
  3030.650,    -0.114092
  3030.700,    -0.115884
  3030.750,    -0.117749
  3030.800,    -0.126950
  3030.850,    -0.141173
  3030.900,    -0.152744
  3030.950,    -0.164775
  3031.000,    -0.175161
  3031.050,    -0.181057
  3031.100,    -0.183971
  3031.150,    -0.180352
  3031.200,    -0.175972
  3031.250,    -0.171827
  3031.300,    -0.172577
  3031.350,    -0.182612
  3031.400,    -0.194816
  3031.450,    -0.204781
  3031.500,    -0.211042
  3031.550,    -0.214938
  3031.600,    -0.216482
  3031.650,    -0.211867
  3031.700,    -0.206248
  3031.750,    -0.198586
  3031.800,    -0.186119
  3031.850,    -0.174944
  3031.900,    -0.169847
  3031.950,    -0.167242
  3032.000,    -0.161809
  3032.050,    -0.163437
  3032.100,    -0.165175
  3032.150,    -0.167475
  3032.200,    -0.168720
  3032.250,    -0.163723
  3032.300,    -0.153556
  3032.350,    -0.138496
  3032.400,    -0.113114
  3032.450,    -0.087347
  3032.500,    -0.053370
  3032.550,    -0.022599
  3032.600,    -0.002010
  3032.650,    -0.003590
  3032.700,    -0.022035
  3032.750,    -0.056002
  3032.800,    -0.103151
  3032.850,    -0.156325
  3032.900,    -0.200401
  3032.950,    -0.228727
  3033.000,    -0.241175
  3033.050,    -0.234029
  3033.100,    -0.209879
  3033.150,    -0.172600
  3033.201,    -0.131224
  3033.251,    -0.090176
  3033.301,    -0.058794
  3033.351,    -0.030564
  3033.401,    -0.014020
  3033.451,    -0.001561
  3033.501,     0.002651
  3033.551,     0.005656
  3033.601,     0.006030
  3033.651,     0.007040
  3033.701,     0.006624
  3033.751,     0.011172
  3033.801,     0.025753
  3033.851,     0.043852
  3033.901,     0.062233
  3033.951,     0.081173
  3034.001,     0.102308
  3034.051,     0.115734
  3034.101,     0.129229
  3034.151,     0.140803
  3034.201,     0.138987
  3034.251,     0.127661
  3034.301,     0.107383
  3034.351,     0.077937
  3034.401,     0.037143
  3034.451,    -0.014599
  3034.501,    -0.077647
  3034.551,    -0.157465
  3034.601,    -0.258689
  3034.651,    -0.383004
  3034.701,    -0.536296
  3034.751,    -0.721100
  3034.801,    -0.944321
  3034.851,    -1.212588
  3034.901,    -1.542210
  3034.951,    -1.950657
  3035.001,    -2.466039
  3035.051,    -3.099424
  3035.101,    -3.876939
  3035.151,    -4.835185
  3035.201,    -6.006792
  3035.251,    -7.437305
  3035.301,    -9.159750
  3035.351,   -11.189572
  3035.401,   -13.494416
  3035.451,   -15.926336
  3035.501,   -18.164967
  3035.551,   -19.631177
  3035.601,   -19.437563
  3035.651,   -16.411431
  3035.701,    -9.243081
  3035.751,     3.140946
  3035.801,    21.039849
  3035.851,    43.374125
  3035.901,    67.312825
  3035.951,    88.349789
  3036.001,   101.189432
  3036.051,   101.245304
  3036.101,    86.367416
  3036.151,    57.952810
  3036.201,    20.770087
  3036.251,   -18.401749
  3036.301,   -52.788430
  3036.351,   -77.332269
  3036.401,   -89.600735
  3036.451,   -89.736559
  3036.501,   -79.851282
  3036.551,   -63.246841
  3036.601,   -43.688145
  3036.651,   -24.718903
  3036.701,    -9.035487
