Time_abs/ps, Signal/nA
  3025.000,     0.038254
  3025.050,     0.032970
  3025.100,     0.029842
  3025.150,     0.023322
  3025.200,     0.016641
  3025.250,     0.010455
  3025.300,     0.007532
  3025.350,     0.004610
  3025.400,     0.001914
  3025.450,    -0.002829
  3025.500,    -0.005421
  3025.550,    -0.009931
  3025.600,    -0.011490
  3025.650,    -0.008424
  3025.700,    -0.012673
  3025.750,    -0.017106
  3025.800,    -0.022511
  3025.850,    -0.024753
  3025.900,    -0.025092
  3025.950,    -0.025307
  3026.000,    -0.027706
  3026.050,    -0.028455
  3026.100,    -0.028905
  3026.150,    -0.028021
  3026.200,    -0.028077
  3026.250,    -0.031943
  3026.300,    -0.035115
  3026.350,    -0.035654
  3026.400,    -0.036473
  3026.450,    -0.036863
  3026.500,    -0.041526
  3026.550,    -0.046861
  3026.600,    -0.053686
  3026.650,    -0.055735
  3026.700,    -0.057384
  3026.750,    -0.059533
  3026.800,    -0.066042
  3026.850,    -0.071561
  3026.900,    -0.076966
  3026.950,    -0.083732
  3027.000,    -0.093847
  3027.050,    -0.106328
  3027.100,    -0.119531
  3027.150,    -0.130613
  3027.200,    -0.145120
  3027.250,    -0.158824
  3027.300,    -0.169191
  3027.350,    -0.174551
  3027.400,    -0.169103
  3027.450,    -0.148432
  3027.500,    -0.116191
  3027.550,    -0.070549
  3027.600,    -0.023377
  3027.650,     0.027773
  3027.700,     0.060105
  3027.750,     0.071037
  3027.800,     0.052024
  3027.850,     0.010540
  3027.900,    -0.050248
  3027.950,    -0.121517
  3028.000,    -0.181144
  3028.050,    -0.227973
  3028.100,    -0.255579
  3028.150,    -0.264859
  3028.200,    -0.262923
  3028.250,    -0.247455
  3028.300,    -0.227669
  3028.350,    -0.205240
  3028.400,    -0.187115
  3028.450,    -0.175435
  3028.500,    -0.167201
  3028.550,    -0.165076
  3028.600,    -0.174899
  3028.650,    -0.181376
  3028.700,    -0.184301
  3028.750,    -0.191094
  3028.800,    -0.194782
  3028.850,    -0.198236
  3028.900,    -0.193481
  3028.950,    -0.180243
  3029.000,    -0.164590
  3029.050,    -0.136828
  3029.100,    -0.104356
  3029.150,    -0.068960
  3029.200,    -0.034763
  3029.250,    -0.007394
  3029.300,     0.007531
  3029.350,     0.006410
  3029.400,    -0.015189
  3029.450,    -0.055167
  3029.500,    -0.098869
  3029.550,    -0.144821
  3029.600,    -0.176873
  3029.650,    -0.197702
  3029.700,    -0.202030
  3029.750,    -0.189164
  3029.800,    -0.174398
  3029.850,    -0.171886
  3029.900,    -0.177531
  3029.950,    -0.185818
  3030.000,    -0.194920
  3030.050,    -0.202155
  3030.100,    -0.207086
  3030.150,    -0.208845
  3030.200,    -0.205536
  3030.250,    -0.195760
  3030.300,    -0.188787
  3030.350,    -0.174678
  3030.400,    -0.160227
  3030.450,    -0.150097
  3030.500,    -0.133644
  3030.550,    -0.125053
  3030.600,    -0.120977
  3030.650,    -0.122475
  3030.700,    -0.121578
  3030.750,    -0.123517
  3030.800,    -0.136728
  3030.850,    -0.153057
  3030.900,    -0.163492
  3030.950,    -0.176880
  3031.000,    -0.179897
  3031.050,    -0.181404
  3031.100,    -0.178854
  3031.150,    -0.175686
  3031.200,    -0.174327
  3031.250,    -0.176899
  3031.300,    -0.183690
  3031.350,    -0.188643
  3031.400,    -0.200502
  3031.450,    -0.215672
  3031.500,    -0.219693
  3031.550,    -0.218487
  3031.600,    -0.218308
  3031.650,    -0.215782
  3031.700,    -0.204331
  3031.750,    -0.192469
  3031.800,    -0.179235
  3031.850,    -0.170845
  3031.900,    -0.166761
  3031.950,    -0.163974
  3032.000,    -0.166060
  3032.050,    -0.163362
  3032.100,    -0.166999
  3032.150,    -0.169322
  3032.200,    -0.171456
  3032.250,    -0.166547
  3032.300,    -0.147236
  3032.350,    -0.129424
  3032.400,    -0.105413
  3032.450,    -0.074887
  3032.500,    -0.047391
  3032.550,    -0.018974
  3032.600,    -0.005213
  3032.650,    -0.015507
  3032.700,    -0.044729
  3032.750,    -0.090250
  3032.800,    -0.142140
  3032.850,    -0.190393
  3032.900,    -0.222938
  3032.950,    -0.240478
  3033.000,    -0.234090
  3033.050,    -0.217779
  3033.100,    -0.189213
  3033.150,    -0.150148
  3033.201,    -0.114454
  3033.251,    -0.075599
  3033.301,    -0.041044
  3033.351,    -0.023173
  3033.401,    -0.012283
  3033.451,    -0.006617
  3033.501,    -0.003927
  3033.551,    -0.004328
  3033.601,    -0.007346
  3033.651,    -0.002490
  3033.701,     0.009343
  3033.751,     0.021214
  3033.801,     0.034449
  3033.851,     0.053635
  3033.901,     0.073409
  3033.951,     0.090762
  3034.001,     0.106296
  3034.051,     0.119374
  3034.101,     0.129783
  3034.151,     0.127700
  3034.201,     0.121248
  3034.251,     0.108147
  3034.301,     0.080881
  3034.351,     0.044381
  3034.401,     0.000771
  3034.451,    -0.058309
  3034.501,    -0.127884
  3034.551,    -0.219537
  3034.601,    -0.331747
  3034.651,    -0.466754
  3034.701,    -0.632087
  3034.751,    -0.831085
  3034.801,    -1.074677
  3034.851,    -1.372723
  3034.901,    -1.743707
  3034.951,    -2.206495
  3035.001,    -2.780526
  3035.051,    -3.493686
  3035.101,    -4.378241
  3035.151,    -5.464619
  3035.201,    -6.794799
  3035.251,    -8.401101
  3035.301,   -10.319079
  3035.351,   -12.535884
  3035.401,   -14.958810
  3035.451,   -17.341052
  3035.501,   -19.215436
  3035.551,   -19.817491
  3035.601,   -18.079357
  3035.651,   -12.723917
  3035.701,    -2.542878
  3035.751,    13.129065
  3035.801,    33.828945
  3035.851,    57.444399
  3035.901,    80.106502
  3035.951,    96.708639
  3036.001,   102.214433
  3036.051,    93.353952
  3036.101,    70.070125
  3036.151,    35.889211
  3036.201,    -3.016025
  3036.251,   -39.652863
  3036.301,   -68.181376
  3036.351,   -85.152398
  3036.401,   -89.783693
  3036.451,   -83.537143
  3036.501,   -69.320566
  3036.551,   -50.754572
  3036.601,   -31.482767
  3036.651,   -14.514233
  3036.701,    -1.778938
  3036.751,     6.034666
  3036.801,     9.260876
  3036.851,     8.896040
  3036.901,     6.251614
  3036.951,     2.735438
  3037.001,    -0.370682
  3037.051,    -2.113727
  3037.101,    -1.988224
  3037.151,     0.082927
  3037.201,     3.769198
  3037.251,     8.421958
  3037.301,    13.160921
  3037.351,    17.087563
  3037.401,    19.452140
  3037.451,    19.764056
  3037.501,    17.869103
  3037.551,    14.009607
  3037.601,     8.826809
  3037.651,     3.226331
  3037.701,    -1.851440
  3037.751,    -5.675466
  3037.801,    -7.820987
  3037.851,    -8.257678
  3037.901,    -7.286043
  3037.951,    -5.415616
  3038.001,    -3.216144
  3038.051,    -1.169221
  3038.101,     0.367161
  3038.151,     1.181868
  3038.201,     1.227704
  3038.251,     0.631780
  3038.301,    -0.326041
  3038.351,    -1.273014
