Time_abs/ps, Signal/nA
  3025.000,     0.032380
  3025.050,     0.029375
  3025.100,     0.023134
  3025.150,     0.016066
  3025.200,     0.011297
  3025.250,     0.011530
  3025.300,     0.011408
  3025.350,     0.009831
  3025.400,     0.005007
  3025.450,    -0.000549
  3025.500,     0.000004
  3025.550,    -0.001411
  3025.600,    -0.005864
  3025.650,    -0.008460
  3025.700,    -0.010403
  3025.750,    -0.014714
  3025.800,    -0.016045
  3025.850,    -0.022265
  3025.900,    -0.028042
  3025.950,    -0.042279
  3026.000,    -0.056728
  3026.050,    -0.074589
  3026.100,    -0.098216
  3026.150,    -0.125107
  3026.200,    -0.151566
  3026.250,    -0.170720
  3026.300,    -0.174578
  3026.350,    -0.159051
  3026.400,    -0.110997
  3026.450,    -0.038455
  3026.500,     0.055244
  3026.550,     0.150373
  3026.600,     0.234055
  3026.650,     0.288719
  3026.700,     0.291748
  3026.750,     0.248254
  3026.800,     0.168300
  3026.850,     0.065072
  3026.900,    -0.036141
  3026.950,    -0.127359
  3027.000,    -0.200472
  3027.050,    -0.250399
  3027.100,    -0.272198
  3027.150,    -0.267216
  3027.200,    -0.246149
  3027.250,    -0.212677
  3027.300,    -0.179986
  3027.350,    -0.154167
  3027.400,    -0.135473
  3027.450,    -0.125056
  3027.500,    -0.128663
  3027.550,    -0.141390
  3027.600,    -0.161278
  3027.650,    -0.186052
  3027.700,    -0.210587
  3027.750,    -0.226027
  3027.800,    -0.238411
  3027.850,    -0.242512
  3027.900,    -0.232371
  3027.950,    -0.203146
  3028.000,    -0.157951
  3028.050,    -0.099716
  3028.100,    -0.032543
  3028.150,     0.029605
  3028.200,     0.074942
  3028.250,     0.096700
  3028.300,     0.087039
  3028.350,     0.041834
  3028.400,    -0.027249
  3028.450,    -0.105479
  3028.500,    -0.170018
  3028.550,    -0.208983
  3028.600,    -0.226083
  3028.650,    -0.226304
  3028.700,    -0.216532
  3028.750,    -0.205588
  3028.800,    -0.201165
  3028.850,    -0.205225
  3028.900,    -0.208371
  3028.950,    -0.213187
  3029.000,    -0.215177
  3029.050,    -0.214893
  3029.100,    -0.211384
  3029.150,    -0.205443
  3029.200,    -0.197609
  3029.250,    -0.183299
  3029.300,    -0.168587
  3029.350,    -0.149445
  3029.400,    -0.134575
  3029.450,    -0.118878
  3029.500,    -0.107492
  3029.550,    -0.099954
  3029.600,    -0.096001
  3029.650,    -0.093130
  3029.700,    -0.094471
  3029.750,    -0.098343
  3029.800,    -0.103809
  3029.850,    -0.110877
  3029.900,    -0.111074
  3029.950,    -0.109107
  3030.000,    -0.103787
  3030.050,    -0.097933
  3030.100,    -0.095877
  3030.150,    -0.093959
  3030.200,    -0.100622
  3030.250,    -0.119099
  3030.300,    -0.142875
  3030.350,    -0.158869
  3030.400,    -0.171973
  3030.450,    -0.184852
  3030.500,    -0.192506
  3030.550,    -0.195422
  3030.600,    -0.194765
  3030.650,    -0.187132
  3030.700,    -0.179199
  3030.750,    -0.172717
  3030.800,    -0.169673
  3030.850,    -0.171963
  3030.900,    -0.178384
  3030.950,    -0.186004
  3031.000,    -0.199096
  3031.050,    -0.211154
  3031.100,    -0.218375
  3031.150,    -0.222633
  3031.200,    -0.214653
  3031.250,    -0.191279
  3031.300,    -0.149550
  3031.350,    -0.090273
  3031.400,    -0.024804
  3031.450,     0.035889
  3031.500,     0.076879
  3031.550,     0.084627
  3031.600,     0.052848
  3031.650,    -0.008043
  3031.700,    -0.085405
  3031.750,    -0.167518
  3031.800,    -0.235583
  3031.850,    -0.280600
  3031.900,    -0.296929
  3031.950,    -0.291486
  3032.000,    -0.262419
  3032.050,    -0.219546
  3032.100,    -0.162329
  3032.150,    -0.107295
  3032.200,    -0.061738
  3032.250,    -0.027531
  3032.300,    -0.008358
  3032.350,     0.000646
  3032.400,    -0.001311
  3032.450,    -0.008775
  3032.500,    -0.014107
  3032.550,    -0.017033
  3032.600,    -0.020453
  3032.650,    -0.010336
  3032.700,     0.008400
  3032.750,     0.031535
  3032.800,     0.060141
  3032.850,     0.091041
  3032.900,     0.124297
  3032.950,     0.148806
  3033.000,     0.166850
  3033.050,     0.173306
  3033.100,     0.169957
  3033.150,     0.161974
  3033.201,     0.153005
  3033.251,     0.142342
  3033.301,     0.131744
  3033.351,     0.130297
  3033.401,     0.130004
  3033.451,     0.128960
  3033.501,     0.117847
  3033.551,     0.099665
  3033.601,     0.055617
  3033.651,    -0.026678
  3033.701,    -0.168978
  3033.751,    -0.379470
  3033.801,    -0.681329
  3033.851,    -1.097010
  3033.901,    -1.653716
  3033.951,    -2.397693
  3034.001,    -3.393151
  3034.051,    -4.726563
  3034.101,    -6.527177
  3034.151,    -8.959847
  3034.201,   -12.211248
  3034.251,   -16.456693
  3034.301,   -21.789413
  3034.351,   -28.103291
  3034.401,   -34.912404
  3034.451,   -41.131550
  3034.501,   -44.926820
  3034.551,   -43.672893
  3034.601,   -34.318729
  3034.651,   -14.156581
  3034.701,    17.960058
  3034.751,    60.246105
  3034.801,   107.119125
  3034.851,   149.493021
  3034.901,   176.799033
  3034.951,   180.419460
  3035.001,   157.130831
  3035.051,   110.672187
  3035.101,    50.336270
  3035.151,   -12.539233
  3035.201,   -68.089384
  3035.251,  -109.735658
  3035.301,  -134.278248
  3035.351,  -141.145118
  3035.401,  -131.839342
  3035.451,  -109.838380
  3035.501,   -80.224983
  3035.551,   -48.704737
  3035.601,   -20.273567
  3035.651,     1.677006
  3035.701,    15.564032
  3035.751,    21.365723
  3035.801,    20.326796
  3035.851,    14.564832
  3035.901,     6.599058
  3035.951,    -1.171838
  3036.001,    -6.801806
  3036.051,    -8.950940
  3036.101,    -7.028094
  3036.151,    -1.278786
  3036.201,     7.281010
  3036.251,    17.014792
  3036.301,    25.908484
  3036.351,    31.964208
  3036.401,    33.831167
  3036.451,    31.244496
  3036.501,    25.009174
  3036.551,    16.597961
  3036.601,     7.613979
  3036.651,    -0.552989
  3036.701,    -6.929684
  3036.751,   -11.000362
  3036.801,   -12.676546
  3036.851,   -12.257897
  3036.901,   -10.301901
  3036.951,    -7.460681
  3037.001,    -4.334723
  3037.051,    -1.459117
  3037.101,     0.762952
  3037.151,     2.132190
  3037.201,     2.658610
  3037.251,     2.463706
  3037.301,     1.704102
  3037.351,     0.592169
  3037.401,    -0.570605
  3037.451,    -1.513774
  3037.501,    -2.032127
  3037.551,    -2.016179
  3037.601,    -1.487672
  3037.651,    -0.585431
  3037.701,     0.514053
  3037.751,     1.621439
  3037.801,     2.539666
  3037.851,     3.142569
  3037.901,     3.400906
  3037.951,     3.366465
  3038.001,     3.067793
  3038.051,     2.525095
  3038.101,     1.762664
  3038.151,     0.823999
  3038.201,    -0.188099
  3038.251,    -1.132101
  3038.301,    -1.863547
  3038.351,    -2.294916
  3038.401,    -2.400762
  3038.451,    -2.248890
  3038.501,    -1.933464
  3038.551,    -1.566988
  3038.601,    -1.225012
  3038.651,    -0.943006
  3038.701,    -0.718335
  3038.751,    -0.535409
  3038.801,    -0.406171
  3038.851,    -0.319395
  3038.901,    -0.249706
  3038.951,    -0.157203
  3039.001,     0.013507
  3039.051,     0.289846
  3039.101,     0.636218
  3039.151,     0.974962
  3039.201,     1.219485
  3039.251,     1.296431
  3039.301,     1.172636
  3039.351,     0.873093
  3039.401,     0.477996
  3039.451,     0.042194
  3039.501,    -0.372246
  3039.551,    -0.738459
  3039.601,    -1.053695
  3039.651,    -1.326825
  3039.701,    -1.558437
  3039.751,    -1.741484
  3039.801,    -1.872939
  3039.851,    -1.942541
  3039.901,    -1.932859
  3039.951,    -1.814274
  3040.001,    -1.572823
  3040.051,    -1.224792
  3040.101,    -0.808020
  3040.151,    -0.371260
  3040.201,     0.023912
  3040.251,     0.336710
  3040.301,     0.543062
  3040.351,     0.658030
  3040.401,     0.712647
  3040.451,     0.767386
  3040.501,     0.854121
  3040.551,     0.978254
  3040.601,     1.106868
  3040.651,     1.176183
  3040.701,     1.120770
  3040.751,     0.901006
  3040.801,     0.518196
  3040.851,     0.017751
  3040.901,    -0.499365
  3040.951,    -0.913231
  3041.001,    -1.138320
  3041.051,    -1.135823
  3041.101,    -0.945542
  3041.151,    -0.641266
  3041.201,    -0.307999
  3041.251,    -0.020343
  3041.301,     0.180299
  3041.351,     0.263720
  3041.401,     0.238626
  3041.451,     0.118262
  3041.501,    -0.067879
  3041.551,    -0.284707
  3041.601,    -0.473801
  3041.651,    -0.593611
  3041.701,    -0.615269
  3041.751,    -0.535346
  3041.801,    -0.391290
  3041.851,    -0.218606
  3041.901,    -0.057272
  3041.951,     0.059154
  3042.001,     0.105582
  3042.051,     0.081041
  3042.101,     0.001374
  3042.151,    -0.089573
  3042.201,    -0.161497
  3042.251,    -0.195473
  3042.301,    -0.180151
  3042.351,    -0.118933
  3042.401,    -0.017912
  3042.451,     0.119603
  3042.501,     0.269536
  3042.551,     0.411390
  3042.601,     0.524531
  3042.651,     0.592961
  3042.701,     0.606015
  3042.751,     0.555066
  3042.801,     0.449533
  3042.851,     0.287315
  3042.901,     0.088378
  3042.951,    -0.107965
  3043.001,    -0.294102
  3043.051,    -0.431288
  3043.101,    -0.516403
  3043.151,    -0.536563
  3043.201,    -0.498139
  3043.251,    -0.418826
  3043.301,    -0.329801
  3043.351,    -0.284106
  3043.401,    -0.322643
  3043.451,    -0.488870
  3043.501,    -0.798231
  3043.551,    -1.232346
  3043.601,    -1.744278
  3043.651,    -2.257445
  3043.701,    -2.656787
  3043.751,    -2.817643
  3043.801,    -2.646330
  3043.851,    -2.113258
  3043.901,    -1.270196
  3043.951,    -0.258219
  3044.001,     0.739675
  3044.051,     1.549359
  3044.101,     2.072506
  3044.151,     2.291317
  3044.201,     2.255249
  3044.251,     2.038531
  3044.301,     1.691834
  3044.351,     1.252910
  3044.401,     0.772500
  3044.451,     0.309655
  3044.501,    -0.057793
  3044.551,    -0.270886
  3044.601,    -0.328911
  3044.651,    -0.262543
  3044.701,    -0.122846
  3044.751,     0.034035
  3044.801,     0.164991
  3044.851,     0.215869
  3044.901,     0.148832
  3044.951,    -0.044045
  3045.001,    -0.316507
  3045.051,    -0.586888
  3045.101,    -0.785448
  3045.151,    -0.873926
  3045.201,    -0.853465
  3045.251,    -0.744256
  3045.301,    -0.577927
  3045.351,    -0.381124
  3045.401,    -0.196765
  3045.451,    -0.054316
  3045.501,     0.034819
  3045.551,     0.072051
  3045.601,     0.075451
  3045.651,     0.065396
  3045.701,     0.063530
  3045.751,     0.072696
  3045.801,     0.080186
  3045.851,     0.056587
  3045.901,    -0.016947
  3045.951,    -0.134080
  3046.001,    -0.259076
  3046.051,    -0.356796
  3046.101,    -0.407499
  3046.151,    -0.404871
  3046.201,    -0.367743
  3046.251,    -0.317515
  3046.301,    -0.286449
  3046.351,    -0.272032
  3046.401,    -0.262418
  3046.451,    -0.244302
  3046.501,    -0.214872
  3046.551,    -0.163239
  3046.601,    -0.096807
  3046.651,    -0.024244
  3046.701,     0.032912
  3046.751,     0.063599
  3046.801,     0.054091
  3046.851,     0.025217
  3046.901,    -0.007387
  3046.951,    -0.019092
  3047.001,    -0.007708
  3047.051,     0.021327
