Time_abs/ps, Signal/nA
  3025.000,     0.040735
  3025.050,     0.036692
  3025.100,     0.032582
  3025.150,     0.026192
  3025.200,     0.020746
  3025.250,     0.014671
  3025.300,     0.011694
  3025.350,     0.006826
  3025.400,     0.002408
  3025.450,    -0.004144
  3025.500,    -0.006437
  3025.550,    -0.005923
  3025.600,    -0.011181
  3025.650,    -0.014970
  3025.700,    -0.019265
  3025.750,    -0.021095
  3025.800,    -0.022878
  3025.850,    -0.024519
  3025.900,    -0.028034
  3025.950,    -0.034101
  3026.000,    -0.034962
  3026.050,    -0.036119
  3026.100,    -0.034046
  3026.150,    -0.032508
  3026.200,    -0.033518
  3026.250,    -0.034673
  3026.300,    -0.034004
  3026.350,    -0.035829
  3026.400,    -0.039898
  3026.450,    -0.047254
  3026.500,    -0.050182
  3026.550,    -0.052110
  3026.600,    -0.056492
  3026.650,    -0.060469
  3026.700,    -0.062988
  3026.750,    -0.064415
  3026.800,    -0.069162
  3026.850,    -0.078200
  3026.900,    -0.084496
  3026.950,    -0.090867
  3027.000,    -0.098318
  3027.050,    -0.109590
  3027.100,    -0.119822
  3027.150,    -0.131919
  3027.200,    -0.150073
  3027.250,    -0.167542
  3027.300,    -0.181260
  3027.350,    -0.193666
  3027.400,    -0.203313
  3027.450,    -0.204322
  3027.500,    -0.188198
  3027.550,    -0.156757
  3027.600,    -0.110254
  3027.650,    -0.055927
  3027.700,     0.000463
  3027.750,     0.047344
  3027.800,     0.068625
  3027.850,     0.060452
  3027.900,     0.023792
  3027.950,    -0.034620
  3028.000,    -0.102868
  3028.050,    -0.171377
  3028.100,    -0.227224
  3028.150,    -0.264560
  3028.200,    -0.280183
  3028.250,    -0.282369
  3028.300,    -0.270226
  3028.350,    -0.252173
  3028.400,    -0.235109
  3028.450,    -0.217885
  3028.500,    -0.202954
  3028.550,    -0.196184
  3028.600,    -0.193761
  3028.650,    -0.197147
  3028.700,    -0.202399
  3028.750,    -0.207274
  3028.800,    -0.212762
  3028.850,    -0.218052
  3028.900,    -0.221699
  3028.950,    -0.213439
  3029.000,    -0.201056
  3029.050,    -0.183111
  3029.100,    -0.159723
  3029.150,    -0.124183
  3029.200,    -0.086692
  3029.250,    -0.050062
  3029.300,    -0.020097
  3029.350,     0.000741
  3029.400,     0.001455
  3029.450,    -0.014562
  3029.500,    -0.051011
  3029.550,    -0.094901
  3029.600,    -0.143379
  3029.650,    -0.184865
  3029.700,    -0.206823
  3029.750,    -0.211687
  3029.800,    -0.205933
  3029.850,    -0.191840
  3029.900,    -0.185370
  3029.950,    -0.185480
  3030.000,    -0.196231
  3030.050,    -0.212113
  3030.100,    -0.226581
  3030.150,    -0.237414
  3030.200,    -0.241441
  3030.250,    -0.241029
  3030.300,    -0.231992
  3030.350,    -0.216560
  3030.400,    -0.198605
  3030.450,    -0.176896
  3030.500,    -0.158244
  3030.550,    -0.142833
  3030.600,    -0.131316
  3030.650,    -0.124235
  3030.700,    -0.116596
  3030.750,    -0.120793
  3030.800,    -0.137040
  3030.850,    -0.156861
  3030.900,    -0.176166
  3030.950,    -0.192821
  3031.000,    -0.205689
  3031.050,    -0.212105
  3031.100,    -0.211671
  3031.150,    -0.206469
  3031.200,    -0.199158
  3031.250,    -0.192209
  3031.300,    -0.186872
  3031.350,    -0.186320
  3031.400,    -0.191283
  3031.450,    -0.201453
  3031.500,    -0.215678
  3031.550,    -0.225094
  3031.600,    -0.231336
  3031.650,    -0.232657
  3031.700,    -0.235041
  3031.750,    -0.235878
  3031.800,    -0.225203
  3031.850,    -0.222199
  3031.900,    -0.213639
  3031.950,    -0.206321
  3032.000,    -0.197608
  3032.050,    -0.189669
  3032.100,    -0.190128
  3032.150,    -0.181086
  3032.200,    -0.175739
  3032.250,    -0.177662
  3032.300,    -0.173645
  3032.350,    -0.161006
  3032.400,    -0.144734
  3032.450,    -0.121473
  3032.500,    -0.091322
  3032.550,    -0.061711
  3032.600,    -0.036351
  3032.650,    -0.023241
  3032.700,    -0.025885
  3032.750,    -0.050632
  3032.800,    -0.091921
  3032.850,    -0.144734
  3032.900,    -0.193567
  3032.950,    -0.232383
  3033.000,    -0.252603
  3033.050,    -0.253032
  3033.100,    -0.236389
  3033.150,    -0.207911
  3033.201,    -0.166359
  3033.251,    -0.127329
  3033.301,    -0.094025
  3033.351,    -0.065842
  3033.401,    -0.048112
  3033.451,    -0.036902
  3033.501,    -0.033587
  3033.551,    -0.031640
  3033.601,    -0.031285
  3033.651,    -0.028416
  3033.701,    -0.020849
  3033.751,    -0.007041
  3033.801,     0.006514
  3033.851,     0.024174
  3033.901,     0.044422
  3033.951,     0.064477
  3034.001,     0.090854
  3034.051,     0.106507
  3034.101,     0.119692
  3034.151,     0.122958
  3034.201,     0.125430
  3034.251,     0.119632
  3034.301,     0.107733
  3034.351,     0.095999
  3034.401,     0.085187
  3034.451,     0.070776
  3034.501,     0.046289
  3034.551,     0.016609
  3034.601,    -0.031640
  3034.651,    -0.099362
  3034.701,    -0.194481
  3034.751,    -0.322989
  3034.801,    -0.491113
  3034.851,    -0.711018
  3034.901,    -0.983670
  3034.951,    -1.323267
  3035.001,    -1.744310
  3035.051,    -2.273240
  3035.101,    -2.944993
  3035.151,    -3.799949
  3035.201,    -4.892685
  3035.251,    -6.290366
  3035.301,    -8.048753
  3035.351,   -10.214751
  3035.401,   -12.805342
  3035.451,   -15.751241
  3035.501,   -18.834711
  3035.551,   -21.604112
  3035.601,   -23.308591
  3035.651,   -22.854458
  3035.701,   -18.875222
  3035.751,    -9.962652
  3035.801,     4.866447
  3035.851,    25.587923
  3035.901,    50.574125
  3035.951,    76.305494
  3036.001,    97.664840
  3036.051,   109.056522
  3036.101,   106.096321
  3036.151,    87.339438
  3036.201,    55.180649
  3036.251,    15.304061
  3036.301,   -24.968532
  3036.351,   -58.820735
  3036.401,   -81.595007
  3036.451,   -91.491457
  3036.501,   -89.311169
  3036.551,   -77.699912
  3036.601,   -60.287339
  3036.651,   -40.936207
  3036.701,   -23.031056
  3036.751,    -8.907028
  3036.801,     0.437089
  3036.851,     5.211860
  3036.901,     6.364821
  3036.951,     5.150149
  3037.001,     2.795096
  3037.051,     0.377816
  3037.101,    -1.243198
  3037.151,    -1.479288
  3037.201,     0.005662
  3037.251,     3.244506
  3037.301,     7.863717
  3037.351,    13.032241
  3037.401,    17.624029
  3037.451,    20.535883
  3037.501,    20.976382
  3037.551,    18.712488
  3037.601,    14.154907
  3037.651,     8.292790
  3037.701,     2.380358
  3037.751,    -2.472041
  3037.801,    -5.593245
  3037.851,    -6.828671
  3037.901,    -6.422017
  3037.951,    -4.890969
  3038.001,    -2.821616
  3038.051,    -0.736950
  3038.101,     0.972334
  3038.151,     2.034339
  3038.201,     2.269474
  3038.251,     1.595715
  3038.301,     0.071744
  3038.351,    -2.045979
  3038.401,    -4.307192
  3038.451,    -6.150940
  3038.501,    -7.054531
  3038.551,    -6.636842
  3038.601,    -4.732955
  3038.651,    -1.396351
  3038.701,     3.060308
  3038.751,     8.104893
  3038.801,    13.025351
  3038.851,    17.042581
  3038.901,    19.394789
  3038.951,    19.489084
  3039.001,    17.061876
  3039.051,    12.291598
  3039.101,     5.782813
  3039.151,    -1.552975
  3039.201,    -8.670344
  3039.251,   -14.587181
  3039.301,   -18.557649
  3039.351,   -20.171361
  3039.401,   -19.392391
  3039.451,   -16.575811
  3039.501,   -12.401313
  3039.551,    -7.716968
  3039.601,    -3.365428
  3039.651,    -0.017977
  3039.701,     1.993912
  3039.751,     2.698079
  3039.801,     2.395406
  3039.851,     1.509307
  3039.901,     0.423352
  3039.951,    -0.551228
  3040.001,    -1.205674
  3040.051,    -1.434571
  3040.101,    -1.178156
  3040.151,    -0.437537
  3040.201,     0.733537
  3040.251,     2.204426
  3040.301,     3.789284
  3040.351,     5.247506
  3040.401,     6.328320
  3040.451,     6.813647
  3040.501,     6.602907
  3040.551,     5.726661
  3040.601,     4.329388
  3040.651,     2.608505
  3040.701,     0.767543
  3040.751,    -1.021578
  3040.801,    -2.650211
  3040.851,    -4.017375
  3040.901,    -5.012543
  3040.951,    -5.515114
  3041.001,    -5.440178
  3041.051,    -4.761639
  3041.101,    -3.566445
  3041.151,    -2.043602
  3041.201,    -0.433663
  3041.251,     1.052922
  3041.301,     2.261049
  3041.351,     3.104277
  3041.401,     3.558928
  3041.451,     3.613397
  3041.501,     3.276677
  3041.551,     2.599503
  3041.601,     1.693165
  3041.651,     0.717833
  3041.701,    -0.157685
  3041.751,    -0.796791
  3041.801,    -1.143826
  3041.851,    -1.216529
  3041.901,    -1.082123
  3041.951,    -0.848686
  3042.001,    -0.604806
  3042.051,    -0.407961
  3042.101,    -0.256944
  3042.151,    -0.126718
  3042.201,    -0.007139
  3042.251,     0.088209
  3042.301,     0.079011
  3042.351,    -0.114150
  3042.401,    -0.564681
  3042.451,    -1.275633
  3042.501,    -2.132651
  3042.551,    -2.933763
  3042.601,    -3.454539
  3042.651,    -3.526742
  3042.701,    -3.119211
  3042.751,    -2.316799
  3042.801,    -1.280573
  3042.851,    -0.177503
  3042.901,     0.869961
  3042.951,     1.788542
  3043.001,     2.505477
  3043.051,     2.946758
  3043.101,     3.028481
  3043.151,     2.691300
  3043.201,     1.970164
  3043.251,     0.992636
  3043.301,    -0.043612
  3043.351,    -0.944916
  3043.401,    -1.565583
  3043.451,    -1.852646
  3043.501,    -1.830183
  3043.551,    -1.566695
  3043.601,    -1.136698
  3043.651,    -0.596117
  3043.701,     0.006268
  3043.751,     0.614224
  3043.801,     1.160697
  3043.851,     1.575029
  3043.901,     1.800641
  3043.951,     1.785143
  3044.001,     1.507166
  3044.051,     0.993948
  3044.101,     0.333247
  3044.151,    -0.360641
  3044.201,    -0.942685
  3044.251,    -1.285167
  3044.301,    -1.347933
  3044.351,    -1.163222
  3044.401,    -0.835433
  3044.451,    -0.461775
  3044.501,    -0.122325
  3044.551,     0.141608
  3044.601,     0.316573
  3044.651,     0.380279
  3044.701,     0.283339
  3044.751,    -0.010383
  3044.801,    -0.508157
  3044.851,    -1.145184
  3044.901,    -1.787850
  3044.951,    -2.278557
  3045.001,    -2.465149
  3045.051,    -2.260160
  3045.101,    -1.695417
  3045.151,    -0.880110
  3045.201,     0.012937
  3045.251,     0.794015
  3045.301,     1.348537
  3045.351,     1.625825
  3045.401,     1.646736
  3045.451,     1.492807
  3045.501,     1.248166
  3045.551,     0.968337
  3045.601,     0.677580
  3045.651,     0.390472
  3045.701,     0.091177
  3045.751,    -0.234662
  3045.801,    -0.557555
  3045.851,    -0.829448
  3045.901,    -0.998004
  3045.951,    -1.038120
  3046.001,    -0.957417
  3046.051,    -0.810956
  3046.101,    -0.655396
  3046.151,    -0.515141
  3046.201,    -0.384370
  3046.251,    -0.236514
  3046.301,    -0.046827
  3046.351,     0.195867
  3046.401,     0.455947
  3046.451,     0.676507
  3046.501,     0.801092
  3046.551,     0.789865
  3046.601,     0.642879
  3046.651,     0.392101
  3046.701,     0.100847
  3046.751,    -0.167531
  3046.801,    -0.359987
  3046.851,    -0.464575
  3046.901,    -0.489439
  3046.951,    -0.453639
  3047.001,    -0.380837
  3047.051,    -0.281947
  3047.101,    -0.158405
  3047.151,    -0.016927
  3047.201,     0.118840
  3047.251,     0.216192
  3047.301,     0.236138
  3047.351,     0.143760
  3047.401,    -0.053917
  3047.451,    -0.299820
  3047.501,    -0.526667
  3047.551,    -0.679182
  3047.601,    -0.739812
  3047.651,    -0.735134
  3047.701,    -0.722486
  3047.751,    -0.726958
  3047.801,    -0.743918
  3047.851,    -0.732068
  3047.901,    -0.631164
  3047.951,    -0.419454
  3048.001,    -0.117584
  3048.051,     0.214903
  3048.101,     0.502650
  3048.151,     0.688593
  3048.201,     0.750168
  3048.251,     0.709307
  3048.301,     0.610573
  3048.351,     0.513445
  3048.401,     0.433580
  3048.451,     0.356372
  3048.501,     0.245127
  3048.551,     0.063174
  3048.601,    -0.183493
  3048.651,    -0.454438
  3048.701,    -0.673319
  3048.751,    -0.769967
  3048.801,    -0.715425
  3048.851,    -0.516425
  3048.901,    -0.224932
  3048.951,     0.078856
  3049.001,     0.319547
  3049.051,     0.455551
  3049.101,     0.471526
  3049.151,     0.383590
  3049.201,     0.219010
  3049.251,    -0.001540
  3049.301,    -0.240383
  3049.351,    -0.475523
  3049.401,    -0.677284
  3049.451,    -0.815790
  3049.501,    -0.872862
  3049.551,    -0.838020
  3049.602,    -0.724066
  3049.652,    -0.541554
  3049.702,    -0.293980
  3049.752,     0.000118
  3049.802,     0.320587
  3049.852,     0.634736
  3049.902,     0.900717
  3049.952,     1.052251
  3050.002,     1.042429
  3050.052,     0.860328
  3050.102,     0.530969
  3050.152,     0.107730
  3050.202,    -0.322558
  3050.252,    -0.695826
  3050.302,    -0.965979
  3050.352,    -1.118072
  3050.402,    -1.162902
  3050.452,    -1.129447
  3050.502,    -1.051092
  3050.552,    -0.924531
  3050.602,    -0.751253
  3050.652,    -0.516670
  3050.702,    -0.224121
  3050.752,     0.096349
  3050.802,     0.387347
  3050.852,     0.585279
  3050.902,     0.629995
  3050.952,     0.504621
  3051.002,     0.224777
  3051.052,    -0.142729
  3051.102,    -0.516861
  3051.152,    -0.816751
  3051.202,    -0.973465
  3051.252,    -0.965239
  3051.302,    -0.802217
  3051.352,    -0.524707
  3051.402,    -0.185558
  3051.452,     0.150424
  3051.502,     0.435902
  3051.552,     0.628230
  3051.602,     0.714803
  3051.652,     0.695997
  3051.702,     0.575418
  3051.752,     0.358507
  3051.802,     0.051739
  3051.852,    -0.314705
  3051.902,    -0.717451
  3051.952,    -1.101248
  3052.002,    -1.403060
  3052.052,    -1.562875
  3052.102,    -1.535839
  3052.152,    -1.309222
  3052.202,    -0.909064
  3052.252,    -0.381175
  3052.302,     0.190970
  3052.352,     0.715880
  3052.402,     1.124725
  3052.452,     1.350705
  3052.502,     1.363185
  3052.552,     1.171988
  3052.602,     0.821923
  3052.652,     0.375000
  3052.702,    -0.108339
  3052.752,    -0.553788
  3052.802,    -0.925871
  3052.852,    -1.194622
  3052.902,    -1.340046
  3052.952,    -1.340492
  3053.002,    -1.192641
  3053.052,    -0.903925
  3053.102,    -0.494157
  3053.152,    -0.013246
  3053.202,     0.463237
  3053.252,     0.866032
  3053.302,     1.104536
  3053.352,     1.107295
  3053.402,     0.853966
  3053.452,     0.382711
  3053.502,    -0.211438
  3053.552,    -0.818898
  3053.602,    -1.326935
  3053.652,    -1.664301
  3053.702,    -1.791495
  3053.752,    -1.715349
  3053.802,    -1.462752
  3053.852,    -1.079200
  3053.902,    -0.612114
